id,title,price,rating,availability,category,image_url,book_url
326,City of Ashes (The Mortal Instruments #2),47.27,1,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_665/index.html
327,Cell,20.29,4,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_666/index.html
328,Catching Jordan (Hundred Oaks),50.83,3,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_667/index.html
329,"Carry On, Warrior: Thoughts on Life Unarmed",31.85,3,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_668/index.html
330,Carrie,46.23,2,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_669/index.html
331,Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,4,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_670/index.html
332,Brain on Fire: My Month of Madness,49.32,5,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_671/index.html
333,Batman: Europa,32.01,2,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_672/index.html
334,Barefoot Contessa Back to Basics,28.01,1,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_673/index.html
335,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,5,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_674/index.html
336,Balloon Animals,17.03,3,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_675/index.html
337,Art Ops Vol. 1,48.8,3,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_676/index.html
338,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,4,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_677/index.html
339,Angels Walking (Angels Walking #1),34.2,2,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_678/index.html
340,Angels & Demons (Robert Langdon #1),51.48,3,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_679/index.html
341,All the Light We Cannot See,29.87,5,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_640/index.html
342,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.9,2,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_641/index.html
343,Abstract City,56.37,5,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_642/index.html
344,A Time of Torment (Charlie Parker #14),48.35,5,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_643/index.html
345,A Study in Scarlet (Sherlock Holmes #1),16.73,2,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_644/index.html
346,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,2,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_645/index.html
347,A People's History of the United States,40.79,2,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_646/index.html
348,A Man Called Ove,39.72,1,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_647/index.html
349,A Distant Mirror: The Calamitous 14th Century,14.58,3,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_648/index.html
350,A Brush of Wings (Angels Walking #3),55.51,1,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_649/index.html
351,1491: New Revelations of the Americas Before Columbus,21.8,3,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_650/index.html
352,"The Three Searches, Meaning, and the Story",13.33,3,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_651/index.html
353,Searching for Meaning in Gailana,38.73,1,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_652/index.html
354,Rook,37.86,4,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_653/index.html
355,My Kitchen Year: 136 Recipes That Saved My Life,11.53,2,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_654/index.html
356,13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,1,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_655/index.html
357,Will You Won't You Want Me?,13.86,3,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_656/index.html
358,Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,1,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_657/index.html
359,The Star-Touched Queen,32.3,5,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_658/index.html
360,The Silent Sister (Riley MacPherson #1),46.29,5,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_659/index.html
361,The Midnight Watch: A Novel of the Titanic and the Californian,26.2,1,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_620/index.html
362,The Lonely City: Adventures in the Art of Being Alone,33.26,2,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_621/index.html
363,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,4,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_622/index.html
364,The Golden Condom: And Other Essays on Love Lost and Found,39.43,1,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_623/index.html
365,The Epidemic (The Program 0.6),14.44,5,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_624/index.html
366,The Dinner Party,56.54,2,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_625/index.html
367,The Diary of a Young Girl,59.9,3,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_626/index.html
368,The Children,11.88,3,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_627/index.html
369,Stars Above (The Lunar Chronicles #4.5),48.05,2,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_628/index.html
370,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,3,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_629/index.html
371,Raspberry Pi Electronics Projects for the Evil Genius,49.67,4,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_630/index.html
372,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,1,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_631/index.html
373,Psycho: Sanitarium (Psycho #1.5),36.97,5,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_632/index.html
374,Poisonous (Max Revere Novels #3),26.8,3,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_633/index.html
375,One with You (Crossfire #5),15.71,4,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_634/index.html
376,No Love Allowed (Dodge Cove #1),54.65,4,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_635/index.html
377,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_636/index.html
378,Most Wanted,35.28,3,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_637/index.html
379,"Love, Lies and Spies",20.55,2,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_638/index.html
380,How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,5,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_639/index.html
381,Hide Away (Eve Duncan #20),11.84,1,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_600/index.html
382,Furiously Happy: A Funny Book About Horrible Things,41.46,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_601/index.html
383,Everyday Italian: 125 Simple and Delicious Recipes,20.1,5,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_602/index.html
384,Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,1,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_603/index.html
385,Eleanor & Park,56.51,5,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_604/index.html
386,Dirty (Dive Bar #1),40.83,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_605/index.html
387,Can You Keep a Secret? (Fear Street Relaunch #4),48.64,1,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_606/index.html
388,Boar Island (Anna Pigeon #19),59.48,3,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_607/index.html
389,A Paris Apartment,39.01,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_608/index.html
390,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,1,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_609/index.html
391,Troublemaker: Surviving Hollywood and Scientology,48.39,2,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_610/index.html
392,The Widow,27.26,2,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_611/index.html
393,"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_612/index.html
394,The Improbability of Love,59.45,1,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_613/index.html
395,The Art of Startup Fundraising,21.0,3,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_614/index.html
396,Take Me Home Tonight (Rock Star Romance #3),53.98,3,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_615/index.html
397,Sleeping Giants (Themis Files #1),48.74,1,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_616/index.html
398,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,2,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_617/index.html
399,Playing with Fire,13.71,3,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_618/index.html
400,Off the Hook (Fishing for Trouble #1),47.67,3,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_619/index.html
401,Mothering Sunday,13.34,2,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_580/index.html
402,"Mother, Can You Not?",16.89,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_581/index.html
403,M Train,27.18,1,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_582/index.html
404,Lilac Girls,17.28,2,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_583/index.html
405,Lies and Other Acts of Love,45.14,1,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_584/index.html
406,Lab Girl,40.85,1,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_585/index.html
407,Keep Me Posted,20.46,4,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_586/index.html
408,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,3,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_587/index.html
409,Grey (Fifty Shades #4),48.49,4,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_588/index.html
410,"Exit, Pursued by a Bear",51.34,4,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_589/index.html
411,Daredevils,16.34,3,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_590/index.html
412,Cravings: Recipes for What You Want to Eat,20.5,3,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_591/index.html
413,Born for This: How to Find the Work You Were Meant to Do,21.59,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_592/index.html
414,Arena,21.36,4,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_593/index.html
415,Adultery,20.88,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_594/index.html
416,A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,3,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_595/index.html
417,A Gentleman's Position (Society of Gentlemen #3),14.75,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_596/index.html
418,11/22/63,48.48,3,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_597/index.html
419,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,2,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_598/index.html
420,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_599/index.html
421,Without Shame,48.27,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_560/index.html
422,Watchmen,58.05,4,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_561/index.html
423,Unlimited Intuition Now,58.87,4,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_562/index.html
424,Underlying Notes,11.82,2,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_563/index.html
425,The Shack,28.03,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_564/index.html
426,The New Brand You: Your New Image Makes the Sale for You,44.05,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_565/index.html
427,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,4,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_566/index.html
428,The Flowers Lied,16.68,2,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_567/index.html
429,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_568/index.html
430,The Book of Mormon,24.57,3,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_569/index.html
431,The Art and Science of Low Carbohydrate Living,52.98,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_570/index.html
432,The Alien Club,54.4,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_571/index.html
433,Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_572/index.html
434,Nap-a-Roo,25.08,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_573/index.html
435,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,4,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_574/index.html
436,Modern Day Fables,47.44,2,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_575/index.html
437,If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_576/index.html
438,"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,4,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_577/index.html
439,Dress Your Family in Corduroy and Denim,43.68,3,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_578/index.html
440,Don't Forget Steven,33.23,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_579/index.html
441,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_540/index.html
442,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,4,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_541/index.html
443,A Shard of Ice (The Black Symphony Saga #1),56.63,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_542/index.html
444,A Hero's Curse (The Unseen Chronicles #1),50.49,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_543/index.html
445,23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_544/index.html
446,"Zero to One: Notes on Startups, or How to Build the Future",34.06,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_545/index.html
447,Why Not Me?,17.76,1,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_546/index.html
448,When Breath Becomes Air,39.36,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_547/index.html
449,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_548/index.html
450,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,5,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_549/index.html
451,The New Drawing on the Right Side of the Brain,43.02,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_550/index.html
452,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,4,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_551/index.html
453,The Martian (The Martian #1),41.39,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_552/index.html
454,The High Mountains of Portugal,51.15,1,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_553/index.html
455,The Grownup,35.88,1,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_554/index.html
456,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,1,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_555/index.html
457,South of Sunshine,28.93,1,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_556/index.html
458,Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,5,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_557/index.html
459,Silence in the Dark (Logan Point #4),58.33,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_558/index.html
460,Shadows of the Past (Logan Point #1),39.67,5,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_559/index.html
461,Roller Girl,14.1,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_520/index.html
462,Rising Strong,21.82,3,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_521/index.html
463,Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_522/index.html
464,Please Kill Me: The Uncensored Oral History of Punk,31.19,4,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_523/index.html
465,Out of Print: City Lights Spotlight No. 14,53.64,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_524/index.html
466,My Life Next Door (My Life Next Door ),36.39,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_525/index.html
467,Miller's Valley,58.54,2,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_526/index.html
468,Man's Search for Meaning,29.48,3,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_527/index.html
469,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,2,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_528/index.html
470,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,3,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_529/index.html
471,Les Fleurs du Mal,29.04,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_530/index.html
472,Left Behind (Left Behind #1),40.72,2,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_531/index.html
473,Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_532/index.html
474,Kierkegaard: A Christian Missionary to Christians,47.13,1,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_533/index.html
475,John Vassos: Industrial Design for Modern Life,20.22,4,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_534/index.html
476,I'll Give You the Sun,56.48,1,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_535/index.html
477,I Will Find You,44.21,1,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_536/index.html
478,Hystopia: A Novel,21.96,4,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_537/index.html
479,Howl and Other Poems,40.45,2,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_538/index.html
480,History of Beauty,10.29,4,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_539/index.html
481,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,2,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_500/index.html
482,Future Shock (Future Shock #1),55.65,5,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_501/index.html
483,Ender's Game (The Ender Quintet #1),43.64,1,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_502/index.html
484,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,1,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_503/index.html
485,Death by Leisure: A Cautionary Tale,37.51,4,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_504/index.html
486,Brilliant Beacons: A History of the American Lighthouse,11.45,3,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_505/index.html
487,Brazen: The Courage to Find the You That's Been Hiding,19.22,2,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_506/index.html
488,Between the World and Me,56.91,4,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_507/index.html
489,Being Mortal: Medicine and What Matters in the End,55.06,4,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_508/index.html
490,"A Murder Over a Girl: Justice, Gender, Junior High",13.2,3,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_509/index.html
491,32 Yolks,53.63,2,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_510/index.html
492,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_511/index.html
493,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,3,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_512/index.html
494,Wildlife of New York: A Five-Borough Coloring Book,22.14,2,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_513/index.html
